play_id,game_id,home_team,away_team,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,drive,sp,qtr,down,goal_to_go,time,yrdln,ydstogo,ydsnet,desc,play_type,yards_gained,shotgun,no_huddle,qb_dropback,qb_kneel,qb_spike,qb_scramble,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,field_goal_result,kick_distance,extra_point_result,two_point_conv_result,home_timeouts_remaining,away_timeouts_remaining,timeout,timeout_team,td_team,posteam_timeouts_remaining,defteam_timeouts_remaining,total_home_score,total_away_score,posteam_score,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,no_score_prob,opp_fg_prob,opp_safety_prob,opp_td_prob,fg_prob,safety_prob,td_prob,extra_point_prob,two_point_conversion_prob,ep,epa,total_home_epa,total_away_epa,total_home_rush_epa,total_away_rush_epa,total_home_pass_epa,total_away_pass_epa,air_epa,yac_epa,comp_air_epa,comp_yac_epa,total_home_comp_air_epa,total_away_comp_air_epa,total_home_comp_yac_epa,total_away_comp_yac_epa,total_home_raw_air_epa,total_away_raw_air_epa,total_home_raw_yac_epa,total_away_raw_yac_epa,wp,def_wp,home_wp,away_wp,wpa,home_wp_post,away_wp_post,total_home_rush_wpa,total_away_rush_wpa,total_home_pass_wpa,total_away_pass_wpa,air_wpa,yac_wpa,comp_air_wpa,comp_yac_wpa,total_home_comp_air_wpa,total_away_comp_air_wpa,total_home_comp_yac_wpa,total_away_comp_yac_wpa,total_home_raw_air_wpa,total_away_raw_air_wpa,total_home_raw_yac_wpa,total_away_raw_yac_wpa,punt_blocked,first_down_rush,first_down_pass,first_down_penalty,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,incomplete_pass,touchback,interception,punt_inside_twenty,punt_in_endzone,punt_out_of_bounds,punt_downed,punt_fair_catch,kickoff_inside_twenty,kickoff_in_endzone,kickoff_out_of_bounds,kickoff_downed,kickoff_fair_catch,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,safety,penalty,tackled_for_loss,fumble_lost,own_kickoff_recovery,own_kickoff_recovery_td,qb_hit,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,return_touchdown,extra_point_attempt,two_point_attempt,field_goal_attempt,kickoff_attempt,punt_attempt,fumble,complete_pass,assist_tackle,lateral_reception,lateral_rush,lateral_return,lateral_recovery,passer_player_id,passer_player_name,receiver_player_id,receiver_player_name,rusher_player_id,rusher_player_name,lateral_receiver_player_id,lateral_receiver_player_name,lateral_rusher_player_id,lateral_rusher_player_name,lateral_sack_player_id,lateral_sack_player_name,interception_player_id,interception_player_name,lateral_interception_player_id,lateral_interception_player_name,punt_returner_player_id,punt_returner_player_name,lateral_punt_returner_player_id,lateral_punt_returner_player_name,kickoff_returner_player_name,kickoff_returner_player_id,lateral_kickoff_returner_player_id,lateral_kickoff_returner_player_name,punter_player_id,punter_player_name,kicker_player_name,kicker_player_id,own_kickoff_recovery_player_id,own_kickoff_recovery_player_name,blocked_player_id,blocked_player_name,tackle_for_loss_1_player_id,tackle_for_loss_1_player_name,tackle_for_loss_2_player_id,tackle_for_loss_2_player_name,qb_hit_1_player_id,qb_hit_1_player_name,qb_hit_2_player_id,qb_hit_2_player_name,forced_fumble_player_1_team,forced_fumble_player_1_player_id,forced_fumble_player_1_player_name,forced_fumble_player_2_team,forced_fumble_player_2_player_id,forced_fumble_player_2_player_name,solo_tackle_1_team,solo_tackle_2_team,solo_tackle_1_player_id,solo_tackle_2_player_id,solo_tackle_1_player_name,solo_tackle_2_player_name,assist_tackle_1_player_id,assist_tackle_1_player_name,assist_tackle_1_team,assist_tackle_2_player_id,assist_tackle_2_player_name,assist_tackle_2_team,assist_tackle_3_player_id,assist_tackle_3_player_name,assist_tackle_3_team,assist_tackle_4_player_id,assist_tackle_4_player_name,assist_tackle_4_team,pass_defense_1_player_id,pass_defense_1_player_name,pass_defense_2_player_id,pass_defense_2_player_name,fumbled_1_team,fumbled_1_player_id,fumbled_1_player_name,fumbled_2_player_id,fumbled_2_player_name,fumbled_2_team,fumble_recovery_1_team,fumble_recovery_1_yards,fumble_recovery_1_player_id,fumble_recovery_1_player_name,fumble_recovery_2_team,fumble_recovery_2_yards,fumble_recovery_2_player_id,fumble_recovery_2_player_name,return_team,return_yards,penalty_team,penalty_player_id,penalty_player_name,penalty_yards,replay_or_challenge,replay_or_challenge_result,penalty_type,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv
1819,2017100101,ATL,BUF,ATL,home,BUF,BUF,5,2017-10-01,31,31,1831,Half1,0,9,0,2,3,0,00:31:00,BUF 5,2,78,"(:31) Direct snap to M.Sanu.  M.Sanu right end to BUF 1 for 4 yards (P.Brown; R.Humber). The Replay Official reviewed the runner broke the plane ruling, and the play was Upheld. The ruling on the field stands.",run,4,0,0,0,0,0,0,NA,NA,NA,NA,right,end,NA,NA,NA,NA,2,1,0,NA,NA,2,1,3,7,3,7,-4,3,7,-4,0.22118895372696992,0.01094435428639478,3.0289637415055868e-5,0.008321077854206414,0.5333949538317624,5.503782573696585e-4,0.2255699924058818,0,0,3.08913437773774,2.6494734884452833,-1.7006834834534854,1.7006834834534854,2.8374197949500433,-2.8374197949500433,-3.697091324640332,3.697091324640332,NA,NA,0,0,6.695767002888798,-6.695767002888798,-10.75836336104797,10.75836336104797,-0.3486132430599147,0.3486132430599147,-5.267722826281589,5.267722826281589,0.4683166419550355,0.5316833580449645,0.4683166419550355,0.5316833580449645,0.08694584350945583,0.5552624854644913,0.44473751453550864,-0.04092877634100889,0.04092877634100889,-0.12204323091825359,0.12204323091825359,NA,NA,0,0,0.196638763863136,-0.196638763863136,-0.3367634346380062,0.3367634346380062,-0.032816028389848706,0.032816028389848706,-0.15236682804901114,0.15236682804901114,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,00-0029632,M.Sanu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0031171,P.Brown,BUF,00-0026672,R.Humber,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,upheld,NA,0,0,0,0
2217,2017100101,ATL,BUF,ATL,home,BUF,ATL,53,2017-10-01,664,1564,1564,Half2,0,12,1,3,3,0,11:04:00,ATL 47,9,27,"(11:04) (Shotgun) M.Ryan sacked at ATL 39 for -8 yards (J.Hughes). FUMBLES (J.Hughes) [J.Hughes], RECOVERED by BUF-T.White at BUF 48. T.White for 52 yards, TOUCHDOWN. PENALTY on ATL-D.Freeman, Unnecessary Roughness, 15 yards, enforced between downs. The Replay Official reviewed the fumble ruling, and the play was Upheld. The ruling on the field stands.",pass,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,BUF,3,3,10,13,10,7,3,10,13,-3,0.0024723947515127333,0.13857479721976537,0.0015888131259398244,0.21830997533035693,0.31289674853468735,0.004847447679752224,0.32130982335798564,0,0,1.2504820592457917,-8.250482059245792,-6.6678031292707205,6.6678031292707205,4.3332385564773315,-4.3332385564773315,-8.220391884366613,8.220391884366613,NA,NA,0,0,5.657695511078854,-5.657695511078854,-7.214869234991373,7.214869234991373,-3.631992046056002,3.631992046056002,-0.2258141901269366,0.2258141901269366,0.6289328178080876,0.37106718219191237,0.6289328178080876,0.37106718219191237,-0.2114229938272587,0.4175098239808289,0.5824901760191711,0.01722576400796838,-0.01722576400796838,-0.20234984479207974,0.20234984479207974,NA,NA,0,0,0.16035526515946535,-0.16035526515946535,-0.20987046737572745,0.20987046737572745,-0.14240945026237606,0.14240945026237606,0.019721150659492315,-0.019721150659492315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,00-0026143,M.Ryan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0027881,J.Hughes,NA,NA,BUF,00-0027881,J.Hughes,NA,NA,NA,BUF,NA,00-0027881,NA,J.Hughes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATL,00-0026143,M.Ryan,NA,NA,NA,BUF,52,00-0033884,T.White,NA,NA,NA,NA,NA,0,ATL,00-0031285,D.Freeman,15,1,upheld,Unnecessary Roughness,0,0,0,0
3018,2017100101,ATL,BUF,ATL,home,BUF,BUF,47,2017-10-01,673,673,673,Half2,0,15,0,4,1,0,11:13:00,BUF 47,10,75,"(11:13) (Shotgun) M.Ryan pass short left to J.Hardy to BUF 38 for 9 yards (P.Brown). FUMBLES (P.Brown), RECOVERED by BUF-L.Alexander at BUF 36. L.Alexander to BUF 36 for no gain (J.Hardy). The Replay Official reviewed the pass completion ruling, and the play was REVERSED. (Shotgun) M.Ryan pass incomplete short left to J.Hardy.",pass,0,1,0,1,0,0,0,short,left,8,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,10,16,10,16,-6,10,16,-6,0.06028811732089973,0.07022881602905037,3.4747716316639105e-4,0.10474437467662559,0.30796365153704963,0.003031735969794818,0.4533958273034135,0,0,3.15913319252477,-0.543645957378398,-8.968372620178354,8.968372620178354,2.2873034385685234,-2.2873034385685234,-8.849248025791184,8.849248025791184,-0.043061188370032255,-0.5005847690083658,0,0,2.798585509028122,-2.798585509028122,-2.1606295856534175,2.1606295856534175,-3.6834491168041286,3.6834491168041286,-0.8032132608033802,0.8032132608033802,0.366590930681175,0.633409069318825,0.366590930681175,0.633409069318825,-0.021487887135662354,0.34510304354551263,0.6548969564544873,-0.06678468826346678,0.06678468826346678,-0.20321734437708022,0.20321734437708022,-0.0018311358389909715,-0.019656751296671382,0,0,0.05624102032766243,-0.05624102032766243,-0.04318882967172194,0.04318882967172194,-0.15483624958652648,0.15483624958652648,0.031280450398642246,-0.031280450398642246,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0026143,M.Ryan,00-0031570,J.Hardy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,reversed,NA,0,0,0,0
3546,2017100101,ATL,BUF,ATL,home,BUF,BUF,49,2017-10-01,222,222,222,Half2,0,17,0,4,3,0,03:42:00,BUF 49,17,-7,"(3:42) (Shotgun) M.Ryan pass deep middle intended for N.Williams INTERCEPTED by M.Hyde at BUF 28. M.Hyde to ATL 35 for 37 yards (A.Levitre). The Replay Official reviewed the pass interception ruling, and the play was Upheld. The ruling on the field stands.",pass,0,1,0,1,0,0,0,deep,middle,21,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,17,19,17,19,-2,17,19,-2,0.334013721629336,0.08332921429307448,7.957465701591816e-4,0.12693676799468417,0.24236453458707288,0.0034084426213759705,0.20915157230429743,0,0,1.0578349831517215,-4.1992224755312755,-10.536145366941017,10.536145366941017,1.9746746869744638,-1.9746746869744638,-11.341057983783042,11.341057983783042,2.2813733502565174,-6.480595825787793,0,0,1.6147901863442538,-1.6147901863442538,0.47094442112231083,-0.47094442112231083,-4.049852316145624,4.049852316145624,-2.928620019453744,2.928620019453744,0.43885371702415177,0.5611462829758482,0.43885371702415177,0.5611462829758482,-0.2241655233143771,0.21468819370977466,0.7853118062902253,-0.10014447412075428,0.10014447412075428,-0.36573313044717376,0.36573313044717376,0.13615105111536774,-0.36031657442974485,0,0,0.003463165494496212,-0.003463165494496212,0.05834644707680642,-0.05834644707680642,-0.15597059972092647,0.15597059972092647,-0.1301009855370513,0.1301009855370513,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0026143,M.Ryan,00-0029848,N.Williams,NA,NA,NA,NA,NA,NA,NA,NA,00-0030090,M.Hyde,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATL,NA,00-0027027,NA,A.Levitre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0030090,M.Hyde,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BUF,37,NA,NA,NA,NA,1,upheld,NA,0,0,0,0
2768,2017100102,BAL,PIT,BAL,home,PIT,PIT,2,2017-10-01,362,1262,1262,Half2,0,15,0,3,NA,0,06:02:00,PIT 2,0,66,"TWO-POINT CONVERSION ATTEMPT. T.West rushes right guard. ATTEMPT SUCCEEDS. The Replay Official reviewed the score ruling, and the play was REVERSED. TWO-POINT CONVERSION ATTEMPT. T.West rushes right guard. ATTEMPT FAILS.",run,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,failure,3,3,0,NA,NA,3,3,9,19,9,19,-10,9,19,-10,0,0,0,0,0,0,0,0,0.4735,0.947,-0.947,-13.421336378401284,13.421336378401284,-5.470747604674255,5.470747604674255,-8.286692983939563,8.286692983939563,NA,NA,0,0,-2.989883159718783,2.989883159718783,-8.820371178693645,8.820371178693645,-2.5861603565714235,2.5861603565714235,-5.377661660447788,5.377661660447788,0.1827679585965928,0.8172320414034072,0.1827679585965928,0.8172320414034072,-0.024178122100586924,0.1585898364960059,0.8414101635039941,-0.16676740485152308,0.16676740485152308,-0.14904705969097654,0.14904705969097654,NA,NA,0,0,-0.02835571912775474,0.02835571912775474,-0.18817086282459,0.18817086282459,0.04426805611713548,-0.04426805611713548,-0.1945908501758221,0.1945908501758221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,00-0031375,T.West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,reversed,NA,0,0,0,0
1204,2017100104,DAL,LA,DAL,home,LA,LA,2,2017-10-01,672,672,2472,Half1,0,5,0,2,1,1,11:12:00,LA 2,2,75,"(11:12) E.Elliott right end for 2 yards, TOUCHDOWN. The Replay Official reviewed the score ruling, and the play was REVERSED. E.Elliott right end to LA 1 for 1 yard (J.Johnson).",run,1,0,0,0,0,0,0,NA,NA,NA,NA,right,end,NA,NA,NA,NA,3,1,0,NA,NA,3,1,10,6,10,6,4,10,6,4,0.00804286250188942,0.008417674209318333,2.8740593387884167e-5,0.010784638443114431,0.11785534404771088,0.002019109997025505,0.8528516302075535,0,0,6.226762690673527,-0.10004059285565958,3.6242039269285904,-3.6242039269285904,0.4975284427405584,-0.4975284427405584,8.035663980274277,-8.035663980274277,NA,NA,0,0,7.913614461487457,-7.913614461487457,0.5003769082646607,-0.5003769082646607,13.264756652241504,-13.264756652241504,-4.328605549715955,4.328605549715955,0.8227424566129907,0.17725754338700928,0.8227424566129907,0.17725754338700928,-0.0015488654174174998,0.8211935911955732,0.17880640880442678,0.02103299315176993,-0.02103299315176993,0.25820249660348693,-0.25820249660348693,NA,NA,0,0,0.22839213382120743,-0.22839213382120743,0.03143202140187523,-0.03143202140187523,0.4042517860524558,-0.4042517860524558,-0.11767900767053396,0.11767900767053396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,00-0033045,E.Elliott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LA,NA,00-0033927,NA,J.Johnson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,reversed,NA,0,0,0,0
1817,2017100104,DAL,LA,DAL,home,LA,LA,10,2017-10-01,120,120,1920,Half1,0,8,1,2,3,0,02:00:00,LA 10,4,75,"(2:00) (Shotgun) D.Prescott pass short left to B.Butler for 10 yards, TOUCHDOWN. The Replay Official reviewed the pass completion ruling, and the play was Upheld. The ruling on the field was confirmed.",pass,10,1,0,1,0,0,0,short,left,0,10,NA,NA,NA,NA,NA,NA,3,0,0,NA,DAL,3,0,23,13,17,13,4,23,13,10,0.1811411808351371,0.02164420673582789,3.861015204945839e-5,0.033551249708556094,0.4571068256223595,0.0021168489538234574,0.3044010779922464,0,0,3.2064931322489754,3.7935068677510246,9.507778934820806,-9.507778934820806,4.951212036199281,-4.951212036199281,14.674717406155052,-14.674717406155052,-0.5789374362063824,4.372444303957407,-0.5789374362063824,4.372444303957407,12.127077839988951,-12.127077839988951,2.0555151836119334,-2.0555151836119334,16.38747305726427,-16.38747305726427,-0.1265869167186593,0.1265869167186593,0.7669611545572665,0.23303884544273346,0.7669611545572665,0.23303884544273346,0.06721905266074812,0.8341802072180147,0.16581979278198533,0.003713204668871428,-0.003713204668871428,0.38691166623842643,-0.38691166623842643,-0.01796844559804056,0.08518749825878869,-0.01796844559804056,0.08518749825878869,0.362211295486782,-0.362211295486782,0.029048532731032334,-0.029048532731032334,0.47935535805267915,-0.47935535805267915,-0.043989111501287315,0.043989111501287315,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0033077,D.Prescott,00-0030516,B.Butler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,upheld,NA,0,0,0,0
1980,2017100104,DAL,LA,LA,away,DAL,DAL,46,2017-10-01,44,44,1844,Half1,0,9,0,2,1,0,00:44:00,DAL 46,10,39,"(:44) (No Huddle, Shotgun) J.Goff pass incomplete short right to T.Higbee. The Replay Official reviewed the incomplete pass ruling, and the play was REVERSED. (No Huddle, Shotgun) J.Goff pass short right to T.Higbee ran ob at DAL 39 for 7 yards.",pass,7,1,1,1,0,0,0,short,right,7,0,NA,NA,NA,NA,NA,NA,3,0,0,NA,NA,0,3,24,13,13,24,-11,13,24,-11,0.498516422223957,0.029185260739203422,2.608680171834702e-4,0.021061588408960025,0.24079734420596516,6.203851936081004e-4,0.20955813121112282,0,0,1.955031084368274,0.21854030926751644,8.301683254927003,-8.301683254927003,4.444118306956665,-4.444118306956665,13.906830405475402,-13.906830405475402,0.21854030926751644,0,0.21854030926751644,0,12.121932907776827,-12.121932907776827,1.2927731151444077,-1.2927731151444077,16.382328125052144,-16.382328125052144,-0.8893289851861848,0.8893289851861848,0.21420437367690703,0.785795626323093,0.785795626323093,0.21420437367690703,0.005804767913407394,0.7799908584096855,0.22000914159031443,-0.00849918026459387,0.00849918026459387,0.3681286709440012,-0.3681286709440012,0.005804767913407394,0,0.005804767913407394,0,0.3614872545197425,-0.3614872545197425,0.010989578403646588,-0.010989578403646588,0.4786313170856396,-0.4786313170856396,-0.06204806582867306,0.06204806582867306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0033106,J.Goff,00-0033110,T.Higbee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,reversed,NA,0,0,0,0
3402,2017100104,DAL,LA,DAL,home,LA,DAL,78,2017-10-01,672,672,672,Half2,0,17,0,4,3,0,11:12:00,DAL 22,9,1,"(11:12) (Shotgun) D.Prescott sacked at DAL 18 for -4 yards (M.Brockers). FUMBLES (M.Brockers) [M.Brockers], RECOVERED by LA-M.Barron at DAL 29. M.Barron to DAL 29 for no gain (C.Beasley). The Replay Official reviewed the fumble ruling, and the play was REVERSED. (Shotgun) D.Prescott pass short middle intended for C.Beasley INTERCEPTED by M.Barron [M.Brockers] at DAL 33. M.Barron to DAL 29 for 4 yards (C.Beasley).",pass,0,1,0,1,0,0,0,short,middle,11,NA,NA,NA,NA,NA,NA,NA,2,3,0,NA,NA,2,3,24,29,24,29,-5,24,29,-5,0.12015925246944793,0.20383420906323702,0.006686547468289344,0.30085270730890784,0.1430493742812374,0.003718282673066213,0.22169962673581425,0,0,-0.7423625979481003,-3.3223247291290003,-11.823684678020129,11.823684678020129,1.702609092892006,-1.702609092892006,-1.8339177811424694,1.8339177811424694,2.4952419714619456,-5.817566700590946,0,0,8.319266680499709,-8.319266680499709,-9.416891520151617,9.416891520151617,22.13076015913397,-22.13076015913397,-24.55389355546865,24.55389355546865,0.2641962320638388,0.7358037679361612,0.2641962320638388,0.7358037679361612,-0.08265032889377932,0.18154590317005947,0.8184540968299405,-0.09296546272732045,0.09296546272732045,-0.18910455319531932,0.18910455319531932,0.09688576200207977,-0.1795360908958591,0,0,0.2301714948735478,-0.2301714948735478,-0.3813717718260057,0.3813717718260057,0.6202611027944931,-0.6202611027944931,-0.8198719681402458,0.8198719681402458,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0033077,D.Prescott,00-0029000,C.Beasley,NA,NA,NA,NA,NA,NA,NA,NA,00-0029670,M.Barron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0029630,M.Brockers,NA,NA,NA,NA,NA,NA,NA,NA,DAL,NA,00-0029000,NA,C.Beasley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0029670,M.Barron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LA,4,NA,NA,NA,NA,1,reversed,NA,0,0,0,0
1990,2017100111,TB,NYG,TB,home,NYG,NYG,32,2017-10-01,56,56,1856,Half1,0,14,0,2,3,0,00:56:00,NYG 32,3,74,"(:56) (Shotgun) J.Winston pass deep right to M.Evans for 32 yards, TOUCHDOWN. The Replay Official reviewed the score ruling, and the play was REVERSED. (Shotgun) J.Winston pass deep right to M.Evans to NYG 1 for 31 yards (L.Collins).",pass,31,1,0,1,0,0,0,deep,right,31,0,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,13,10,13,10,3,13,10,3,0.41261382761530735,0.026800546260699398,2.3524654471659251e-4,0.01986919932409857,0.3409719501353241,6.966683297097925e-4,0.19881256179014425,0,0,2.1960405924561806,3.6068402707427407,10.022849021425982,-10.022849021425982,1.3673187481296245,-1.3673187481296245,12.376201677862852,-12.376201677862852,3.6068402707427407,0,3.6068402707427407,0,2.806796975837299,-2.806796975837299,2.3169616531597077,-2.3169616531597077,-2.2083033385224904,2.2083033385224904,14.584505016385341,-14.584505016385341,0.6732768255903491,0.32672317440965093,0.6732768255903491,0.32672317440965093,0.12014501469638939,0.7934218402867385,0.20657815971326154,0.05189892273518305,-0.05189892273518305,0.3422583741269421,-0.3422583741269421,0.12014501469638939,0,0.12014501469638939,0,0.1081359335872633,-0.1081359335872633,0.046494521976426284,-0.046494521976426284,-0.12239795344677686,0.12239795344677686,0.464656327573719,-0.464656327573719,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0031503,J.Winston,00-0031408,M.Evans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYG,NA,00-0032262,NA,L.Collins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,reversed,NA,0,0,0,0
